genres,keywords,original_language,original_title,korean_title,kr_rating,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count
['Drama'],"['individual', 'friendship', 'philosophy', 'poetry', 'literature', 'professor', 'coming of age', 'teacher', 'school play', 'vermont', 'schoolteacher', 'preparatory school', '1950s', 'teenager', 'oscar-nominated']",en,Dead Poets Society,죽은 시인의 사회,12,48.718,['United States of America'],1989-06-02,"['English', 'Latin']",8.315,10854
"['Adventure', 'Fantasy', 'Action']","['mercenary', 'trap', 'murder', 'puritan', 'sorcerer', 'gothic horror', 'covered wagon', 'monastery', 'mercy killing', 'healing', 'hanged body', 'pile of gold', '16th century', 'sword and sorcery']",en,Solomon Kane,솔로몬 케인,,37.567,"['Czech Republic', 'France', 'United Kingdom', 'United States of America']",2009-09-16,"['English', 'العربية']",5.974,1324
['Drama'],"['individual', 'underground world', 'street gang', 'unsociability', 'car race', 'parent child relationship', 'authority', 'rebel', 'coming of age', 'gay interest', 'based on short story', 'teen rebel', 'griffith observatory', 'teenager', 'gay subtext']",en,Rebel Without a Cause,이유 없는 반항,,20.798,['United States of America'],1955-10-27,['English'],7.543,1562
"['Mystery', 'Romance', 'Thriller']","['based on novel or book', 'age difference', 'obsession', 'monte carlo', 'bride', 'cornwall, england', 'love', 'film noir', 'rural area', 'devotion', 'housekeeper', 'gothic', 'death', 'estate', 'costume party', 'mysterious death', 'gothic thriller', 'age-gap relationship']",en,Rebecca,레베카,15,31.673,['United States of America'],1940-03-23,"['English', 'Français']",7.92,1687
"['Animation', 'Comedy', 'Family']","['penguin', 'musical', 'aftercreditsstinger']",en,Happy Feet Two,해피 피트 2,All,31.253,"['Australia', 'United States of America']",2011-11-17,['English'],6.13,1536
"['Crime', 'Drama']","['small town', 'rape', 'identity', 'based on true story', 'romance', 'love', 'friends', 'murder', 'cross dressing', 'anger', 'hate crime', 'woman director', 'nebraska', 'trans man', 'small town murder', 'transphobia', 'gender identity', '1990s', 'rural town']",en,Boys Don't Cry,소년은 울지 않는다,18,40.036,['United States of America'],1999-09-02,['English'],7.41,1285
"['Crime', 'Drama']","['street gang', 'based on novel or book', ""children's home"", 'coming of age', 'gang', 'juvenile delinquent', 'tulsa, oklahoma', 'based on young adult novel', 'teenager']",en,The Outsiders,아웃사이더,,45.354,"['France', 'United States of America']",1983-03-25,['English'],7.227,1292
"['Horror', 'Science Fiction']","['hermit', 'monster', 'lightning', 'cemetery', 'mill', 'mad scientist', 'black and white', 'comedic relief', 'frankenstein', 'shrunken human']",en,Bride of Frankenstein,프랑켄슈타인의 신부,,20.137,['United States of America'],1935-04-20,['English'],7.5,907
"['Drama', 'Thriller']","['petrol', 'central intelligence agency (cia)', 'middle east', 'capitalism', 'globalization', 'persia', 'war on terror', 'conspiracy', 'false flag', 'geopolitics', 'us imperialism', 'war for oil']",en,Syriana,시리아나,15,24.441,['United States of America'],2005-11-23,"['العربية', 'English', 'فارسی', 'اردو', 'Français', '普通话']",6.425,1307
"['Crime', 'Drama']","['street gang', 'pool billiards', 'gang', 'thug', 'tulsa, oklahoma', 'brother brother relationship', 'based on young adult novel', 'dreary']",en,Rumble Fish,럼블 피쉬,,28.051,['United States of America'],1983-10-09,['English'],6.953,645
['Drama'],"['new york city', 'adolescence', ""rock 'n' roll"", 'street gang', 'black people', 'american football', 'coming of age', '1960s']",en,The Wanderers,배회자,,32.167,['United States of America'],1979-07-13,['English'],6.952,189
"['Drama', 'Horror', 'Thriller', 'Crime']","['insane asylum', 'silent film', 'unreliable narrator', 'expressionism', 'somnambulist', 'unreliable flashback', 'megalomania', 'madman', 'somnambulism', 'german expressionism']",de,Das Cabinet des Dr. Caligari,칼리가리 박사의 밀실,,21.952,['Germany'],1920-02-27,['No Language'],7.943,1501
"['Comedy', 'Drama', 'Romance']","['daughter', 'individual', 'friendship', 'dream', ""love of one's life"", 'becoming an adult', 'return', 'overweight', 'province', 'bathing', 'olympic games', 'boredom', 'empowerment']",en,Muriel's Wedding,뮤리엘의 웨딩,15,21.024,"['Australia', 'France']",1994-09-29,"['English', '日本語']",6.838,428
"['Crime', 'Thriller', 'Drama']","['daughter', 'journalist', 'sadistic', 'mass murder', 'yellow press', 'pop culture', 'trauma', 'controversy', 'satire', 'young couple', 'abuse']",en,Natural Born Killers,올리버 스톤의 킬러,18,27.32,['United States of America'],1994-08-26,"['English', '', '日本語']",7.072,3274
"['Crime', 'Drama', 'Thriller']","['daughter', 'new york city', 'helicopter', 'assassination', 'italian american', 'italy', 'gangster', 'christianity', 'vatican', 'pope', 'confession', 'symbolism', 'revenge', 'organized crime', 'mafia', 'lawyer', 'catholic church', 'oscar-nominated', 'depressing', ""oscar's best picture nominee""]",en,The Godfather Part III,대부 3,18,106.631,['United States of America'],1990-12-25,"['English', 'Italiano', 'Deutsch', 'Latin']",7.428,5979
"['Adventure', 'Fantasy', 'Horror']","['new york city', 'ship', 'exotic island', 'island', 'unsociability', 'screenplay', 'movie business', 'great depression', 'dinosaur', 'black and white', 'pre-code', 'sea voyage', 'damsel in distress', 'empire state building', 'giant ape', 'animal horror', 'great ape', 'king kong']",en,King Kong,킹콩,,43.633,['United States of America'],1933-03-15,['English'],7.595,1411
['Comedy'],"['marriage', 'racism', 'wedding ceremony', 'racial prejudice']",fr,Qu'est-ce qu'on a fait au Bon Dieu ?,컬러풀 웨딩즈,,26.272,['France'],2014-04-16,['Français'],6.675,3337
"['Comedy', 'Drama']","['lgbt', 'unconventional family']",mk,Домаќинство за почетници,가족의 탄생,18,54.292,"['Australia', 'Croatia', 'Kosovo', 'Macedonia', 'Poland', 'Serbia', 'Sweden']",2024-04-05,"['shqip', 'Français', '']",6.0,11
"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['fortune teller', 'corruption', 'afterlife', 'money transfer', 'money laundering', 'pottery', 'hell', 'heaven', 'murder', 'death', 'ghost', 'spiritism', 'oscar-nominated', ""oscar's best picture nominee""]",en,Ghost,사랑과 영혼,15,79.829,['United States of America'],1990-07-13,['English'],7.213,5361
"['Family', 'Fantasy', 'Comedy']","['factory worker', 'factory', 'based on novel or book', 'chocolate', 'candy', 'overweight child', 'grandparent grandchild relationship', 'tv addicted person', 'musical', 'single', 'teacher', ""based on children's book"", 'poor kid', 'eccentric man', 'grandfather grandson relationship', 'playful', 'irreverent', 'candy bar', 'whimsical']",en,Willy Wonka & the Chocolate Factory,초콜렛 천국,All,62.319,['United States of America'],1971-06-29,"['Français', 'English', 'Italiano', 'Deutsch']",7.506,3441
"['Adventure', 'Action', 'Thriller']","['new york city', 'london, england', 'sheriff', 'dual identity', 'based on novel or book', 'drug smuggling', 'bomb', 'england', 'secret mission', 'spy', 'boat', 'secret intelligence service', 'tarot cards', 'jamaica', 'drug trafficking', 'voodoo', 'tombstone', 'heroin', 'secret identity', 'crocodile', 'speedboat\xa0', 'aftercreditsstinger']",en,Live and Let Die,007 죽느냐 사느냐,15,42.768,['United Kingdom'],1973-06-27,"['English', 'Magyar']",6.5,1954
"['Drama', 'Romance']","['coming out', 'bisexuality', 'family relationships', 'coney island', 'marijuana', 'male homosexuality', 'drugs', 'lgbt teen', 'older man younger man relationship', 'sexual exploration', 'woman director', 'exploring sexuality', 'hookup', 'online hookup', 'gay theme', ""boys' love (bl)""]",en,Beach Rats,브루클린의 파도,,38.541,['United States of America'],2017-08-25,['English'],6.016,497
"['Comedy', 'Drama', 'Romance']","['hotel', 'hotel room', 'adultery', 'individual', 'secret love', 'army', 'lovesickness', 'paris, france', 'parent child relationship', ""students' movement"", 'balzac', 'shyness', 'montmartre', 'detective', 'job-hopping', 'night watchman', 'repair', 'brothel', 'amateur detective', 'extramarital affair', 'eiffel tower, paris', 'may 68']",fr,Baisers volés,도둑맞은 키스,,25.6,['France'],1968-09-04,['Français'],7.3,404
"['Adventure', 'Drama', 'Action']","['new york city', 'exotic island', 'movie business', 'show business', 'human animal relationship', 'great depression', 'giant insect', 'remake', 'prehistoric creature', 'dinosaur', 'creature', 'kaiju', 'empire state building', 'giant ape', 'woman in peril', '1930s', 'giant gorilla', 'king kong']",en,King Kong,킹콩,15,69.662,"['New Zealand', 'United States of America', 'Germany']",2005-12-12,['English'],6.888,7670
"['Comedy', 'Drama', 'Family']","['new york city', 'child abuse', 'helicopter', 'musical', 'based on play or musical', 'based on comic', 'billionaire', 'orphan', 'foster sister', 'foster child', 'female child abuser', '2010s']",en,Annie,애니 2015,,60.794,['United States of America'],2014-12-18,['English'],6.2,1244
"['Mystery', 'Thriller']","['london, england', 'based on novel or book', 'scotland', 'falsely accused', 'scotland yard', 'secret agent', 'film noir', 'murder', 'fugitive', 'on the run', 'conspiracy', 'black and white', 'moor (terrain)', 'handcuffed', 'campaign speech', 'college professor', 'memorization', 'government secrets', 'runaway couple', 'posing as newlyweds', 'suspicious husband', 'london palladium', 'handcuffed together']",en,The 39 Steps,39 계단,12,35.99,['United Kingdom'],1935-06-06,['English'],7.4,899
"['Drama', 'Comedy']","['prison', 'new york city', 'blackmail', 'show business', 'entertainer', 'fbi', 'studio', 'receptionist']",en,The King of Comedy,코미디의 왕,,28.213,['United States of America'],1982-12-18,['English'],7.793,2182
"['Science Fiction', 'Action', 'Adventure', 'Comedy']","['new york city', 'van', 'martial arts', 'hero', 'experiment', 'mutation', 'superhero', 'turtle', 'based on comic', 'ninja', 'vigilante', 'terrorism', 'sewer', 'reboot', 'teenage mutant ninja turtles']",en,Teenage Mutant Ninja Turtles,닌자터틀,12,86.884,['United States of America'],2014-08-07,['English'],5.917,6629
"['Drama', 'Romance', 'Thriller']","['adultery', 'adolescence', 'prostitute', 'sexual abuse', 'drug abuse', 'sexual obsession', 'madrid, spain', 'paraplegic', 'bus', 'pregnancy', 'imprisonment', 'erotic thriller', 'romantic thriller']",es,Carne trémula,라이브 플래쉬,18,34.688,"['Spain', 'France']",1997-10-10,"['български език', 'Italiano', 'Español']",7.057,634
"['Adventure', 'Drama', 'Fantasy', 'Family']","['daughter', 'friendship', 'based on novel or book', 'becoming an adult', 'parent child relationship', 'fairy tale', 'in love with enemy', 'runaway', 'robber', 'hostility', 'castle', 'forest', ""based on children's book"", 'medieval', 'child']",sv,Ronja Rövardotter,산적의 딸 로냐,,21.106,"['Sweden', 'Norway']",1984-12-14,['svenska'],6.913,166
"['Action', 'Crime', 'Drama']","['martial arts', 'undercover', 'loss of loved one', 'secret identity', 'crime fighter', 'superhero', 'based on comic', 'rivalry', 'ninja', 'vigilante', 'tragic hero', 'super power', 'haunted by the past', 'evil doctor', 'master villain', 'unfulfilled love']",en,Batman Begins,배트맨 비긴즈,12,145.856,"['United Kingdom', 'United States of America']",2005-06-10,"['English', 'اردو', '普通话']",7.706,20434
['Drama'],[],en,Roxanne Roxanne,지금부터 들려줄게 록샌의 이야기,,29.827,['United States of America'],2017-01-22,['English'],6.038,117
"['Drama', 'Comedy', 'History']","['based on novel or book', 'technology', 'it-expert', 'silicon valley', 'satire', 'biography', 'rise and fall', 'cell phone', 'phone', 'information technology', 'social history', 'communicating via phone', '1990s', 'science and technology', 'it professional', 'new technology', 'history and legacy', 'phone message', 'smartphone', 'digital technology', 'satellite technology', 'advanced technology', 'make it happen']",en,BlackBerry,블랙베리,All,32.777,"['Canada', 'Finland']",2023-02-13,['English'],7.197,461
['Action'],[],en,The Weapon,,,95.937,['United States of America'],2023-02-17,['English'],5.431,29
"['Drama', 'Crime']","['prison', 'friendship', 'police brutality', 'corruption', 'based on novel or book', 'hope', 'prison cell', 'delinquent', 'redemption', 'parole board', 'prison escape', 'wrongful imprisonment', 'interracial friendship', 'framed for murder', '1940s', 'voiceover', 'powerful']",en,The Shawshank Redemption,쇼생크 탈출,15,130.49,['United States of America'],1994-09-23,['English'],8.705,26263
"['History', 'Music', 'Drama']","['opera', 'composer', 'musician', 'marriage crisis', 'italy', 'talent', 'emperor', 'austria', 'mozart', 'god', 'murder', 'vienna, austria', 'envy', '18th century', 'oscar-nominated', 'oscar winner']",en,Amadeus,아마데우스,ALL,41.657,"['France', 'United States of America']",1984-09-19,"['English', 'Deutsch', 'Italiano', 'Latin']",8.0,4068
"['Crime', 'Drama', 'Science Fiction', 'Thriller']","['future', 'pornography', 'prostitute', 'police brutality', 'dream', 'rape', 'police', 'virtual reality', 'paranoia', 'ex-girlfriend', 'bodyguard', 'rapper', 'dystopia', 'minidisc', 'ex-cop', 'murder', 'cyberpunk', 'los angeles, california', 'criminal', 'private detective', 'revolt', 'tech noir', 'woman director']",en,Strange Days,스트레인지 데이즈,18,24.434,['United States of America'],1995-10-13,['English'],7.002,1285
"['Comedy', 'Drama', 'Romance']","[""new year's eve"", 'new york city', 'lovesickness', 'clerk', 'winter', 'age difference', 'suicide attempt', 'office', 'flat', 'spaghetti', 'tennis racket', 'romantic comedy', 'black and white', 'extramarital affair', 'christmas']",en,The Apartment,아파트 열쇠를 빌려드립니다,,37.974,['United States of America'],1960-06-21,['English'],8.205,2185
"['Comedy', 'Romance']","['jealousy', 'love triangle', 'sports', 'stadium', 'age difference', 'poem', 'baseball', 'trainer', 'pitcher', 'flirt', 'home run', 'minor leagues']",en,Bull Durham,19번째 남자,18,25.189,['United States of America'],1988-06-15,['English'],6.67,551
"['Western', 'Thriller']","['gunslinger', 'showdown', 'fistfight', 'u.s. marshal', 'shootout', 'morality', 'black and white', 'battle', 'justice', 'one against many', 'quick draw', 'brawl', 'ticking clock']",en,High Noon,하이 눈,,41.327,['United States of America'],1952-06-09,"['English', 'Français', 'Italiano']",7.676,1366
"['Comedy', 'Drama']","['hotel', 'screenplay', 'mass murder', 'movie business', 'screenwriter', 'neighbor', 'los angeles, california', 'neo-noir', '1940s']",en,Barton Fink,바톤 핑크,18,26.843,"['United Kingdom', 'United States of America']",1991-08-01,['English'],7.46,1610
"['Action', 'Thriller', 'Science Fiction']","['man vs machine', 'artificial intelligence (a.i.)', 'saving the world', 'leather jacket', 'cyborg', 'killer robot', 'dystopia', 'nanotechnology', 'rocket launcher', 'veterinarian', 'fire engine', 'villain', 'time travel', 'psychiatrist', 'urban setting', 'female villain', 'firefighter', 'action hero', '2030s', 'good versus evil', 'terminator']",en,Terminator 3: Rise of the Machines,터미네이터 3: 라이즈 오브 더 머신,15,53.05,"['Germany', 'United Kingdom', 'United States of America']",2003-07-02,['English'],6.161,6411
"['Crime', 'Comedy']","[""new year's eve"", 'robbery', 'casino', 'italian american', 'gambling', 'perfect crime', 'rat pack', 'thief', 'hoodlum', 'duringcreditsstinger', 'technicolor']",en,Ocean's Eleven,오션스 일레븐,,24.789,['United States of America'],1960-08-10,['English'],6.382,327
